"";"";"";"";"HT1_Las herramientas tecnol�gicas usadas en el curso (SICUA) han funcionado de manera adecuada.";""
"";"";"";"";"AC1_El profesor ha generado un ambiente de confianza para que los estudiantes participen y hagan�preguntas.";""
"";"";"";"";;
"";"";"";"";"HT1_Las herramientas tecnol�gicas usadas en el curso (SICUA) han funcionado de manera adecuada.";"5"
"";"";"";"";"HT2_Las herramientas tecnol�gicas usadas en el curso (SICUA) han sido f�ciles de usar.";"5"
"";"";"";"";"HT3_Los contenidos en la plataforma se han organizado de una manera que facilita su navegaci�n.";"4"
"";"";"";"";"O1_Los contenidos han estado disponibles en�la plataforma de manera oportuna.";"4"
"";"";"";"";"O2_He tenido claridad sobre los momentos en los que ocurren las actividades durante el curso.";"5"
"";"";"";"";"O3_La distribuci�n de las actividades en el tiempo ha sido adecuada.";"5"
"";"";"";"";"O4_He tenido claro a qui�n dirigirme en caso de que se me presenten dificultades tecnol�gicas.";"5"
"";"";"";"";"O5_He recibido respuesta oportuna para resolver mis inquietudes sobre las actividades del curso.";"4"
"";"";"";"";"O6_He recibido respuesta satisfactoria para resolver mis inquietudes sobre las actividades del curso.";"4"
"";"";"";"";"O7_He recibido respuesta oportuna cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"5"
"";"";"";"";"O8_He recibido respuesta satisfactoria cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"5"
"";"";"";"";"O9_Gracias a las indicaciones recibidas en el curso (capacitaciones, tutoriales, instructivos, etc.) he podido usar las herramientas tecnol�gicas sin mayores dificultades.";"5"
"";"";"";"";"Response";"3"
"";"";"";"";"";"3"
"";"";"";"";"C1_Las instrucciones para el uso de las herramientas tecnol�gicas han sido claras.";"5"
"";"";"";"";"C2_Las instrucciones para el desarrollo de cada una de las actividades han sido claras.";"5"
"";"";"";"";"C3.1_Los recursos de aprendizaje seleccionados para el curso (Videos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C3.2_Los recursos de aprendizaje seleccionados para el curso (Recursos Interactivos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C4.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido clara.";"5"
"";"";"";"";"C4.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido clara.";"5"
"";"";"";"";"C5.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido suficiente.";"4"
"";"";"";"";"C5.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido suficiente.";"4"
"";"";"";"";"C6_El uso de recursos de aprendizaje en diferentes formatos ha contribuido a mi proceso de aprendizaje en este curso.";"3"
"";"";"";"";"A1_Las actividades desarrolladas en los diferentes espacios del curso (actividades de preparaci�n de clase, clase presencial, laboratorio, clase complementaria) se han articulado, integrado y complementado entre s�.";"4"
"";"";"";"";"Preparaci�n de clase";"5"
"";"";"";"";"Retos";"5"
"";"";"";"";"Clase presencial";"5"
"";"";"";"";"Laboratorios";"4"
"";"";"";"";"Clase complementaria";"3"
"";"";"";"";"Ex�menes y quizzes";"2"
"";"";"";"";"I1_La interacci�n con mis compa�eros ha apoyado mi proceso de aprendizaje.";"4"
"";"";"";"";"I2_El prop�sito de las�interacciones con mis compa�eros ha sido claro.";"4"
"";"";"";"";"I3_La metodolog�a de ense�anza utilizada en este curso me ha facilitado colaborar con mis compa�eros.";"4"
"";"";"";"";"I4_Las herramientas tecnol�gicas del curso han facilitado mi interacci�n con otros estudiantes.";"2"
"";"";"";"";"I5_En este curso se ha promovido la participaci�n de los estudiantes.";"4"
"";"";"";"";"I6_En este curso se ha promovido el trabajo en grupo o en equipo.";"4"
"";"";"";"";"I7_En este curso se ha promovido la retroalimentaci�n entre compa�eros.";"4"
"";"";"";"";"I8_En este curso se ha promovido el intercambio de experiencias e ideas entre estudiantes.";"4"
"";"";"";"";"I9_En este curso, el aporte de otros estudiantes ha sido necesario para completar las actividades grupales o en equipo.";"3"
"";"";"";"";"E1_Me han explicado la forma y los mecanismos que se�utilizan para evaluarme en el curso.";"5"
"";"";"";"";"E2_Los criterios de evaluaci�n han sido claros.";"5"
"";"";"";"";"E3_La evaluaci�n ha sido coherente con las actividades realizadas en el curso.";"4"
"";"";"";"";"E4_La retroalimentaci�n que he recibido ha sido�constructiva.";"2"
"";"";"";"";"E5_La retroalimentaci�n que he recibido de las actividades evaluadas ha sido oportuna.";"5"
"";"";"";"";"E6_La retroalimentaci�n que he recibido me ha permitido conocer en qu� debo mejorar.";"2"
"";"";"";"";"E7_La retroalimentaci�n que he recibido me ha permitido saber c�mo puedo mejorar.";"3"
"";"";"";"";"E8_La interacci�n y comunicaci�n con mi profesor(a) ha sido suficiente para orientar mi proceso de aprendizaje.";"5"
"";"";"";"";"AC1_El profesor ha generado un ambiente de confianza para que los estudiantes participen y hagan�preguntas.";"5"
"";"";"";"";;
"";"";"";"";"HT1_Las herramientas tecnol�gicas usadas en el curso (SICUA) han funcionado de manera adecuada.";"5"
"";"";"";"";"HT2_Las herramientas tecnol�gicas usadas en el curso (SICUA) han sido f�ciles de usar.";"5"
"";"";"";"";"HT3_Los contenidos en la plataforma se han organizado de una manera que facilita su navegaci�n.";"5"
"";"";"";"";"O1_Los contenidos han estado disponibles en�la plataforma de manera oportuna.";"5"
"";"";"";"";"O2_He tenido claridad sobre los momentos en los que ocurren las actividades durante el curso.";"5"
"";"";"";"";"O3_La distribuci�n de las actividades en el tiempo ha sido adecuada.";"4"
"";"";"";"";"O4_He tenido claro a qui�n dirigirme en caso de que se me presenten dificultades tecnol�gicas.";"2"
"";"";"";"";"O5_He recibido respuesta oportuna para resolver mis inquietudes sobre las actividades del curso.";"5"
"";"";"";"";"O6_He recibido respuesta satisfactoria para resolver mis inquietudes sobre las actividades del curso.";"5"
"";"";"";"";"O7_He recibido respuesta oportuna cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"4"
"";"";"";"";"O8_He recibido respuesta satisfactoria cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"4"
"";"";"";"";"O9_Gracias a las indicaciones recibidas en el curso (capacitaciones, tutoriales, instructivos, etc.) he podido usar las herramientas tecnol�gicas sin mayores dificultades.";"4"
"";"";"";"";"Response";"5"
"";"";"";"";"";"4"
"";"";"";"";"C1_Las instrucciones para el uso de las herramientas tecnol�gicas han sido claras.";"4"
"";"";"";"";"C2_Las instrucciones para el desarrollo de cada una de las actividades han sido claras.";"4"
"";"";"";"";"C3.1_Los recursos de aprendizaje seleccionados para el curso (Videos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C3.2_Los recursos de aprendizaje seleccionados para el curso (Recursos Interactivos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C4.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido clara.";"4"
"";"";"";"";"C4.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido clara.";"4"
"";"";"";"";"C5.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido suficiente.";"4"
"";"";"";"";"C5.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido suficiente.";"4"
"";"";"";"";"C6_El uso de recursos de aprendizaje en diferentes formatos ha contribuido a mi proceso de aprendizaje en este curso.";"4"
"";"";"";"";"A1_Las actividades desarrolladas en los diferentes espacios del curso (actividades de preparaci�n de clase, clase presencial, laboratorio, clase complementaria) se han articulado, integrado y complementado entre s�.";"4"
"";"";"";"";"Preparaci�n de clase";"3"
"";"";"";"";"Retos";"4"
"";"";"";"";"Clase presencial";"5"
"";"";"";"";"Laboratorios";"3"
"";"";"";"";"Clase complementaria";"2"
"";"";"";"";"Ex�menes y quizzes";"2"
"";"";"";"";"I1_La interacci�n con mis compa�eros ha apoyado mi proceso de aprendizaje.";"5"
"";"";"";"";"I2_El prop�sito de las�interacciones con mis compa�eros ha sido claro.";"5"
"";"";"";"";"I3_La metodolog�a de ense�anza utilizada en este curso me ha facilitado colaborar con mis compa�eros.";"5"
"";"";"";"";"I4_Las herramientas tecnol�gicas del curso han facilitado mi interacci�n con otros estudiantes.";"5"
"";"";"";"";"I5_En este curso se ha promovido la participaci�n de los estudiantes.";"5"
"";"";"";"";"I6_En este curso se ha promovido el trabajo en grupo o en equipo.";"5"
"";"";"";"";"I7_En este curso se ha promovido la retroalimentaci�n entre compa�eros.";"5"
"";"";"";"";"I8_En este curso se ha promovido el intercambio de experiencias e ideas entre estudiantes.";"5"
"";"";"";"";"I9_En este curso, el aporte de otros estudiantes ha sido necesario para completar las actividades grupales o en equipo.";"4"
"";"";"";"";"E1_Me han explicado la forma y los mecanismos que se�utilizan para evaluarme en el curso.";""
"";"";"";"";"E2_Los criterios de evaluaci�n han sido claros.";""
"";"";"";"";"E3_La evaluaci�n ha sido coherente con las actividades realizadas en el curso.";""
"";"";"";"";"E4_La retroalimentaci�n que he recibido ha sido�constructiva.";""
"";"";"";"";"E5_La retroalimentaci�n que he recibido de las actividades evaluadas ha sido oportuna.";""
"";"";"";"";"E6_La retroalimentaci�n que he recibido me ha permitido conocer en qu� debo mejorar.";""
"";"";"";"";"E7_La retroalimentaci�n que he recibido me ha permitido saber c�mo puedo mejorar.";""
"";"";"";"";"E8_La interacci�n y comunicaci�n con mi profesor(a) ha sido suficiente para orientar mi proceso de aprendizaje.";""
"";"";"";"";"AC1_El profesor ha generado un ambiente de confianza para que los estudiantes participen y hagan�preguntas.";""
"";"";"";"";;
"";"";"";"";"HT1_Las herramientas tecnol�gicas usadas en el curso (SICUA) han funcionado de manera adecuada.";"4"
"";"";"";"";"HT2_Las herramientas tecnol�gicas usadas en el curso (SICUA) han sido f�ciles de usar.";"4"
"";"";"";"";"HT3_Los contenidos en la plataforma se han organizado de una manera que facilita su navegaci�n.";"5"
"";"";"";"";"O1_Los contenidos han estado disponibles en�la plataforma de manera oportuna.";"3"
"";"";"";"";"O2_He tenido claridad sobre los momentos en los que ocurren las actividades durante el curso.";"5"
"";"";"";"";"O3_La distribuci�n de las actividades en el tiempo ha sido adecuada.";"5"
"";"";"";"";"O4_He tenido claro a qui�n dirigirme en caso de que se me presenten dificultades tecnol�gicas.";"2"
"";"";"";"";"O5_He recibido respuesta oportuna para resolver mis inquietudes sobre las actividades del curso.";"5"
"";"";"";"";"O6_He recibido respuesta satisfactoria para resolver mis inquietudes sobre las actividades del curso.";"5"
"";"";"";"";"O7_He recibido respuesta oportuna cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"0"
"";"";"";"";"O8_He recibido respuesta satisfactoria cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"0"
"";"";"";"";"O9_Gracias a las indicaciones recibidas en el curso (capacitaciones, tutoriales, instructivos, etc.) he podido usar las herramientas tecnol�gicas sin mayores dificultades.";"2"
"";"";"";"";"Response";"4"
"";"";"";"";"";"3"
"";"";"";"";"C1_Las instrucciones para el uso de las herramientas tecnol�gicas han sido claras.";"4"
"";"";"";"";"C2_Las instrucciones para el desarrollo de cada una de las actividades han sido claras.";"5"
"";"";"";"";"C3.1_Los recursos de aprendizaje seleccionados para el curso (Videos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C3.2_Los recursos de aprendizaje seleccionados para el curso (Recursos Interactivos) han sido pertinentes para mi aprendizaje.";"3"
"";"";"";"";"C4.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido clara.";"5"
"";"";"";"";"C4.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido clara.";"4"
"";"";"";"";"C5.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido suficiente.";"2"
"";"";"";"";"C5.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido suficiente.";"2"
"";"";"";"";"C6_El uso de recursos de aprendizaje en diferentes formatos ha contribuido a mi proceso de aprendizaje en este curso.";"4"
"";"";"";"";"A1_Las actividades desarrolladas en los diferentes espacios del curso (actividades de preparaci�n de clase, clase presencial, laboratorio, clase complementaria) se han articulado, integrado y complementado entre s�.";"5"
"";"";"";"";"Preparaci�n de clase";"4"
"";"";"";"";"Retos";"5"
"";"";"";"";"Clase presencial";"5"
"";"";"";"";"Laboratorios";"4"
"";"";"";"";"Clase complementaria";"5"
"";"";"";"";"Ex�menes y quizzes";"5"
"";"";"";"";"I1_La interacci�n con mis compa�eros ha apoyado mi proceso de aprendizaje.";"3"
"";"";"";"";"I2_El prop�sito de las�interacciones con mis compa�eros ha sido claro.";"3"
"";"";"";"";"I3_La metodolog�a de ense�anza utilizada en este curso me ha facilitado colaborar con mis compa�eros.";"3"
"";"";"";"";"I4_Las herramientas tecnol�gicas del curso han facilitado mi interacci�n con otros estudiantes.";"3"
"";"";"";"";"I5_En este curso se ha promovido la participaci�n de los estudiantes.";"3"
"";"";"";"";"I6_En este curso se ha promovido el trabajo en grupo o en equipo.";"3"
"";"";"";"";"I7_En este curso se ha promovido la retroalimentaci�n entre compa�eros.";"3"
"";"";"";"";"I8_En este curso se ha promovido el intercambio de experiencias e ideas entre estudiantes.";"3"
"";"";"";"";"I9_En este curso, el aporte de otros estudiantes ha sido necesario para completar las actividades grupales o en equipo.";"4"
"";"";"";"";"E1_Me han explicado la forma y los mecanismos que se�utilizan para evaluarme en el curso.";"5"
"";"";"";"";"E2_Los criterios de evaluaci�n han sido claros.";"5"
"";"";"";"";"E3_La evaluaci�n ha sido coherente con las actividades realizadas en el curso.";"5"
"";"";"";"";"E4_La retroalimentaci�n que he recibido ha sido�constructiva.";"4"
"";"";"";"";"E5_La retroalimentaci�n que he recibido de las actividades evaluadas ha sido oportuna.";"4"
"";"";"";"";"E6_La retroalimentaci�n que he recibido me ha permitido conocer en qu� debo mejorar.";"4"
"";"";"";"";"E7_La retroalimentaci�n que he recibido me ha permitido saber c�mo puedo mejorar.";"3"
"";"";"";"";"E8_La interacci�n y comunicaci�n con mi profesor(a) ha sido suficiente para orientar mi proceso de aprendizaje.";"5"
"";"";"";"";"AC1_El profesor ha generado un ambiente de confianza para que los estudiantes participen y hagan�preguntas.";"5"
"";"";"";"";;
"";"";"";"";"HT1_Las herramientas tecnol�gicas usadas en el curso (SICUA) han funcionado de manera adecuada.";"5"
"";"";"";"";"HT2_Las herramientas tecnol�gicas usadas en el curso (SICUA) han sido f�ciles de usar.";"5"
"";"";"";"";"HT3_Los contenidos en la plataforma se han organizado de una manera que facilita su navegaci�n.";"5"
"";"";"";"";"O1_Los contenidos han estado disponibles en�la plataforma de manera oportuna.";"4"
"";"";"";"";"O2_He tenido claridad sobre los momentos en los que ocurren las actividades durante el curso.";"5"
"";"";"";"";"O3_La distribuci�n de las actividades en el tiempo ha sido adecuada.";"5"
"";"";"";"";"O4_He tenido claro a qui�n dirigirme en caso de que se me presenten dificultades tecnol�gicas.";"5"
"";"";"";"";"O5_He recibido respuesta oportuna para resolver mis inquietudes sobre las actividades del curso.";"5"
"";"";"";"";"O6_He recibido respuesta satisfactoria para resolver mis inquietudes sobre las actividades del curso.";"5"
"";"";"";"";"O7_He recibido respuesta oportuna cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"0"
"";"";"";"";"O8_He recibido respuesta satisfactoria cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"0"
"";"";"";"";"O9_Gracias a las indicaciones recibidas en el curso (capacitaciones, tutoriales, instructivos, etc.) he podido usar las herramientas tecnol�gicas sin mayores dificultades.";"5"
"";"";"";"";"Response";"3"
"";"";"";"";"";"3"
"";"";"";"";"C1_Las instrucciones para el uso de las herramientas tecnol�gicas han sido claras.";"5"
"";"";"";"";"C2_Las instrucciones para el desarrollo de cada una de las actividades han sido claras.";"5"
"";"";"";"";"C3.1_Los recursos de aprendizaje seleccionados para el curso (Videos) han sido pertinentes para mi aprendizaje.";"5"
"";"";"";"";"C3.2_Los recursos de aprendizaje seleccionados para el curso (Recursos Interactivos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C4.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido clara.";"5"
"";"";"";"";"C4.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido clara.";"4"
"";"";"";"";"C5.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido suficiente.";"4"
"";"";"";"";"C5.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido suficiente.";"2"
"";"";"";"";"C6_El uso de recursos de aprendizaje en diferentes formatos ha contribuido a mi proceso de aprendizaje en este curso.";"4"
"";"";"";"";"A1_Las actividades desarrolladas en los diferentes espacios del curso (actividades de preparaci�n de clase, clase presencial, laboratorio, clase complementaria) se han articulado, integrado y complementado entre s�.";"5"
"";"";"";"";"Preparaci�n de clase";"4"
"";"";"";"";"Retos";"4"
"";"";"";"";"Clase presencial";"5"
"";"";"";"";"Laboratorios";"4"
"";"";"";"";"Clase complementaria";"2"
"";"";"";"";"Ex�menes y quizzes";"3"
"";"";"";"";"I1_La interacci�n con mis compa�eros ha apoyado mi proceso de aprendizaje.";"5"
"";"";"";"";"I2_El prop�sito de las�interacciones con mis compa�eros ha sido claro.";"5"
"";"";"";"";"I3_La metodolog�a de ense�anza utilizada en este curso me ha facilitado colaborar con mis compa�eros.";"5"
"";"";"";"";"I4_Las herramientas tecnol�gicas del curso han facilitado mi interacci�n con otros estudiantes.";"3"
"";"";"";"";"I5_En este curso se ha promovido la participaci�n de los estudiantes.";"3"
"";"";"";"";"I6_En este curso se ha promovido el trabajo en grupo o en equipo.";"4"
"";"";"";"";"I7_En este curso se ha promovido la retroalimentaci�n entre compa�eros.";"3"
"";"";"";"";"I8_En este curso se ha promovido el intercambio de experiencias e ideas entre estudiantes.";"4"
"";"";"";"";"I9_En este curso, el aporte de otros estudiantes ha sido necesario para completar las actividades grupales o en equipo.";"4"
"";"";"";"";"E1_Me han explicado la forma y los mecanismos que se�utilizan para evaluarme en el curso.";"5"
"";"";"";"";"E2_Los criterios de evaluaci�n han sido claros.";"5"
"";"";"";"";"E3_La evaluaci�n ha sido coherente con las actividades realizadas en el curso.";"4"
"";"";"";"";"E4_La retroalimentaci�n que he recibido ha sido�constructiva.";"4"
"";"";"";"";"E5_La retroalimentaci�n que he recibido de las actividades evaluadas ha sido oportuna.";"4"
"";"";"";"";"E6_La retroalimentaci�n que he recibido me ha permitido conocer en qu� debo mejorar.";"3"
"";"";"";"";"E7_La retroalimentaci�n que he recibido me ha permitido saber c�mo puedo mejorar.";"3"
"";"";"";"";"E8_La interacci�n y comunicaci�n con mi profesor(a) ha sido suficiente para orientar mi proceso de aprendizaje.";"4"
"";"";"";"";"AC1_El profesor ha generado un ambiente de confianza para que los estudiantes participen y hagan�preguntas.";"5"
"";"";"";"";;
"";"";"";"";"HT1_Las herramientas tecnol�gicas usadas en el curso (SICUA) han funcionado de manera adecuada.";"4"
"";"";"";"";"HT2_Las herramientas tecnol�gicas usadas en el curso (SICUA) han sido f�ciles de usar.";"5"
"";"";"";"";"HT3_Los contenidos en la plataforma se han organizado de una manera que facilita su navegaci�n.";"4"
"";"";"";"";"O1_Los contenidos han estado disponibles en�la plataforma de manera oportuna.";"4"
"";"";"";"";"O2_He tenido claridad sobre los momentos en los que ocurren las actividades durante el curso.";"4"
"";"";"";"";"O3_La distribuci�n de las actividades en el tiempo ha sido adecuada.";"4"
"";"";"";"";"O4_He tenido claro a qui�n dirigirme en caso de que se me presenten dificultades tecnol�gicas.";"4"
"";"";"";"";"O5_He recibido respuesta oportuna para resolver mis inquietudes sobre las actividades del curso.";"4"
"";"";"";"";"O6_He recibido respuesta satisfactoria para resolver mis inquietudes sobre las actividades del curso.";"4"
"";"";"";"";"O7_He recibido respuesta oportuna cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"4"
"";"";"";"";"O8_He recibido respuesta satisfactoria cuando he solicitado apoyo para resolver dificultades tecnol�gicas.";"4"
"";"";"";"";"O9_Gracias a las indicaciones recibidas en el curso (capacitaciones, tutoriales, instructivos, etc.) he podido usar las herramientas tecnol�gicas sin mayores dificultades.";"4"
"";"";"";"";"Response";"4"
"";"";"";"";"";"3"
"";"";"";"";"C1_Las instrucciones para el uso de las herramientas tecnol�gicas han sido claras.";"4"
"";"";"";"";"C2_Las instrucciones para el desarrollo de cada una de las actividades han sido claras.";"4"
"";"";"";"";"C3.1_Los recursos de aprendizaje seleccionados para el curso (Videos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C3.2_Los recursos de aprendizaje seleccionados para el curso (Recursos Interactivos) han sido pertinentes para mi aprendizaje.";"4"
"";"";"";"";"C4.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido clara.";"4"
"";"";"";"";"C4.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido clara.";"4"
"";"";"";"";"C5.1_La informaci�n contenida en los recursos de aprendizaje (Videos) ha sido suficiente.";"4"
"";"";"";"";"C5.2_La informaci�n contenida en los recursos de aprendizaje (Recursos Interactivos) ha sido suficiente.";"4"
"";"";"";"";"C6_El uso de recursos de aprendizaje en diferentes formatos ha contribuido a mi proceso de aprendizaje en este curso.";"4"
"";"";"";"";"A1_Las actividades desarrolladas en los diferentes espacios del curso (actividades de preparaci�n de clase, clase presencial, laboratorio, clase complementaria) se han articulado, integrado y complementado entre s�.";"4"
"";"";"";"";"Preparaci�n de clase";"5"
"";"";"";"";"Retos";"5"
"";"";"";"";"Clase presencial";"5"
"";"";"";"";"Laboratorios";"5"
"";"";"";"";"Clase complementaria";"5"
"";"";"";"";"Ex�menes y quizzes";"5"
"";"";"";"";"I1_La interacci�n con mis compa�eros ha apoyado mi proceso de aprendizaje.";"4"
"";"";"";"";"I2_El prop�sito de las�interacciones con mis compa�eros ha sido claro.";"4"
"";"";"";"";"I3_La metodolog�a de ense�anza utilizada en este curso me ha facilitado colaborar con mis compa�eros.";"4"
"";"";"";"";"I4_Las herramientas tecnol�gicas del curso han facilitado mi interacci�n con otros estudiantes.";"4"
"";"";"";"";"I5_En este curso se ha promovido la participaci�n de los estudiantes.";"4"
"";"";"";"";"I6_En este curso se ha promovido el trabajo en grupo o en equipo.";"4"
"";"";"";"";"I7_En este curso se ha promovido la retroalimentaci�n entre compa�eros.";"4"
"";"";"";"";"I8_En este curso se ha promovido el intercambio de experiencias e ideas entre estudiantes.";"4"
"";"";"";"";"I9_En este curso, el aporte de otros estudiantes ha sido necesario para completar las actividades grupales o en equipo.";"4"
"";"";"";"";"E1_Me han explicado la forma y los mecanismos que se�utilizan para evaluarme en el curso.";"4"
"";"";"";"";"E2_Los criterios de evaluaci�n han sido claros.";"4"
"";"";"";"";"E3_La evaluaci�n ha sido coherente con las actividades realizadas en el curso.";"4"
"";"";"";"";"E4_La retroalimentaci�n que he recibido ha sido�constructiva.";"4"
"";"";"";"";"E5_La retroalimentaci�n que he recibido de las actividades evaluadas ha sido oportuna.";"4"
"";"";"";"";"E6_La retroalimentaci�n que he recibido me ha permitido conocer en qu� debo mejorar.";"4"
"";"";"";"";"E7_La retroalimentaci�n que he recibido me ha permitido saber c�mo puedo mejorar.";"4"
"";"";"";"";"E8_La interacci�n y comunicaci�n con mi profesor(a) ha sido suficiente para orientar mi proceso de aprendizaje.";"4"
"";"";"";"";"AC1_El profesor ha generado un ambiente de confianza para que los estudiantes participen y hagan�preguntas.";"5"
"";"";"";"";;
